carat,depth,table,price
0.34,62,55,765
0.34,61,58,765
0.34,62,59,765
0.34,63.1,57,765
0.34,61.2,59,765
0.34,62.2,57,765
0.34,61.2,62,765
0.34,59,60,765
0.34,61.7,56,765
0.34,61.4,54,765
0.34,60.3,57,765
0.34,62.3,57,765
0.34,61.4,55,765
0.34,60.7,60,765
0.34,60.7,57,765
0.34,61,57,765
0.34,62.9,55,765
0.34,62.1,55,765
0.34,63.2,55,765
0.34,61.8,58,765
0.34,63.3,56,765
0.34,63,55,765
0.34,61.9,59,765
0.34,61.8,56,765
0.34,62.9,56,765
0.34,62.2,55,765
0.34,62.7,55,765
0.34,62,57,765
0.34,62.4,59,765
0.31,61.1,55,766
0.31,61.4,56,766
0.31,61.7,56,766
0.3,61.9,59,766
0.3,62.2,57,766
0.3,61.5,58,766
0.3,61.9,55,766
0.3,61.9,58,766
0.3,61.9,58,766
0.3,62.3,57,766
0.3,61.6,58,766
0.3,62.1,57,766
0.3,62.3,56,766
0.3,62.3,57,766
0.3,61.6,56,766
0.3,62.3,56,766
0.31,60.5,57,766
0.31,61.6,55,766
0.38,61.7,56,766
0.31,59.7,60,766
0.38,62.6,54,766
0.38,62.2,56,766
0.38,60.4,57,766
0.38,59.9,58,766
0.38,60.1,61,766
0.38,61.6,58,766
0.38,60.8,61,766
0.38,59.2,60,766
0.38,59.3,59,766
0.31,61.6,56,766
0.31,62.4,56,766
0.31,62,56,766
0.31,61.9,56,766
0.31,59.4,58,766
0.31,61.9,57,766
0.36,62.7,58,766
0.39,57.8,59,767
0.31,60.7,58,767
0.31,61.9,54,767
0.31,60.8,56,767
0.4,62.3,54,767
0.36,60.8,55,767
0.35,62.1,56,767
0.35,61.7,55,767
0.35,62,57,767
0.35,61.6,56,767
0.35,61.6,58,767
0.35,61.6,55,767
0.35,61.7,56,767
0.35,62.1,59,767
0.35,62.5,55,767
0.35,62,55,767
0.35,59.2,58,767
0.35,62.2,56,767
0.35,60.4,60,767
0.35,58.9,59,767
0.3,62.3,57,367
0.2,59.8,62,367
0.2,59,60,367
0.2,61.1,59,367
0.2,59.7,62,367
0.2,59.7,55,367
0.2,62.6,59,367
0.2,61.5,57,367
0.2,63.4,59,367
0.2,62.2,57,367
0.2,62.3,60,367
0.2,61.7,60,367
0.25,61,55,367
0.3,62.2,58,368
0.3,63.9,56,368
0.3,61.6,61,368
0.3,63.4,57,368
0.3,60.6,59,368
0.3,60.9,59,368
0.23,62.8,53,369
0.23,63.9,55,369
0.23,61.4,66,369
0.24,61.6,57,370
0.26,61.8,55,371
0.32,61.7,55,371
0.27,66.4,58,371
0.31,62,54.1,372
0.24,61.4,60,373
0.23,62.5,59,373
0.24,62.5,55,373
0.32,61.2,56,450
0.32,60.5,58,450
0.3,61.9,57,450
0.3,62.4,55,450
0.3,62.2,57,450
0.3,61.3,58,450
0.3,62.2,57,450
0.3,62.2,57,450
0.3,62.2,57,450
0.3,62.2,57,450
0.3,61.6,54,450
0.3,60.9,58,450
0.3,62.1,55,450
0.3,62,56,450
0.3,62.1,56,450
0.3,63.3,56,450
0.3,62.7,59,450
0.3,63.4,54,450
0.3,63.8,56,450
0.33,59.6,61,450
0.25,60.1,62,450
0.25,62.5,56,450
0.25,59.8,59,450
0.25,63.7,54,451
0.27,61.7,56,451
0.33,61.6,54,451
0.39,62.6,54,451
0.37,62.2,53,451
0.28,59,60,452
0.28,61.4,60,452
0.35,61.5,55,767
0.35,60.7,58,767
0.35,60.7,60,767
0.35,60.9,59,767
0.35,59.5,58,767
0.35,62.4,57,767
0.32,61.8,54,768
0.32,61.4,56,768
0.38,62,54.5,768
0.37,60.6,57,768
0.38,61.5,54.4,768
0.38,62.1,54.5,768
0.37,60.1,59,768
0.38,62.2,53.7,768
0.33,61.7,54,768
0.26,60.9,55,768
0.32,61.6,59,768
0.32,62.1,55,768
0.41,61.9,55,769
0.4,61.7,59,769
0.32,60.8,57,769
0.26,63.1,59,769
0.26,62.4,56,769
0.26,61.6,57,769
0.26,62.5,56,769
0.26,61.6,57,769
0.26,62,56,769
0.26,61.7,59,769
0.26,61.8,58,769
0.26,62.3,57,769
0.26,61.5,56,769
0.26,62,56,769
0.26,62.2,56,769
0.26,61.7,57,769
0.26,62.9,58,769
0.26,62.3,60,769
0.26,62.5,56,769
0.26,61.4,56,769
0.33,63.2,53,770
0.4,61.8,53,770
0.4,59.4,58,770
0.4,61.6,56,770
0.4,61.7,57,770
0.4,61.7,56,770
0.36,60.3,58,770
0.36,60.1,56,770
0.36,61.5,57,770
0.38,61,61,770
0.36,61.5,56,770
0.36,61.5,58,770
0.36,61.6,60,770
0.36,61.1,59,770
0.36,61.1,59,770
0.36,61.9,59,770
0.36,62,56,770
0.36,62.3,59,770
0.5,60.5,60,770
0.31,59.9,59,770
0.38,62.1,60,770
0.42,61.7,55,771
0.41,60.6,60,771
0.42,61.7,54,771
0.42,61.5,55,771
0.42,61.5,56,771
0.35,61.6,55.1,771
0.33,61.5,56.2,771
0.33,62.3,53.8,771
0.41,60.7,55,771
0.38,58.8,62,771
0.35,63,57,771
0.3,65.2,59,772
0.4,61.2,55,772
0.32,61.4,55,772
0.32,60.6,56,772
0.4,61.9,59,772
0.33,59.8,59,772
0.33,59.1,60,772
0.31,61.4,57,772
0.31,62.5,56,772
0.31,60.8,56,772
0.31,62.5,56,772
0.31,62.3,56,772
0.31,61.4,56,772
0.31,62.4,56,772
0.4,60.6,56,772
0.31,62,56,772
0.31,61.4,57,772
0.41,58.1,59,772
0.35,61.5,58,772
0.35,63.3,56,772
0.35,62.1,57,772
0.41,60.7,59,772
0.4,60.8,59,772
0.4,62.1,56,772
0.4,60.8,57,772
0.44,61.1,59,772
0.4,61.4,56,772
0.44,61.6,61,772
0.44,61.9,58,772
0.4,59.6,57,772
0.44,61.9,59,772
0.4,61.3,60,772
0.4,62,56,772
0.4,59.9,60,772
0.4,61.6,58,772
0.44,62.7,57,772
0.44,60.1,60,772
0.4,61.7,58,772
0.44,61.5,57,772
0.4,61.8,55,772
0.44,61,60,772
0.4,61.1,58,772
0.34,61.5,56,773
0.35,60.9,57,773
0.35,61.6,55,773
0.35,61.1,55,773
0.32,62.2,58,773
0.32,60.7,56,773
0.32,61.2,62,773
0.32,61.9,55,773
0.32,59.5,60,773
0.32,58.8,62,773
0.32,59.7,62,773
0.32,63.3,57,773
0.32,63,57,773
0.32,61.9,55,773
0.42,62.9,56,773
0.42,60.8,58,773
0.42,62.8,59,773
0.42,62.5,55,773
0.42,62.7,55,773
0.42,62.9,57,773
0.42,62,57,773
0.42,62.6,57,773
0.42,60,59,773
0.42,61.5,55,773
0.42,62.5,57,773
0.42,62.1,57,773
0.42,61.3,57,773
0.42,62.3,58,773
0.42,62.7,59,773
0.42,63.4,56,773
0.42,61.6,59,773
0.42,61.8,58,773
0.42,62.3,57,773
0.42,60.9,55,773
0.42,62.7,57,773
0.42,61.5,58,773
0.42,60.6,57,773
0.42,62,55,773
0.36,62.5,55,773
0.43,63.6,56,774
0.37,59.9,55,774
0.37,61.9,55,774
0.43,58.9,60,774
0.3,61.4,58,774
0.31,61.1,55,774
0.31,61.9,53,774
0.43,61.9,56,774
0.43,61,57,774
0.43,63.8,55,774
0.43,62.5,55,774
0.43,63.4,55,774
0.43,61,58,774
0.43,61.2,60,774
0.38,62.5,56,775
0.31,61.5,56,775
0.36,60.7,59,775
0.3,62.2,54,775
0.3,60.5,55,775
0.41,62.2,55,775
0.41,59,58,775
0.4,64,56,775
0.41,60.4,59,775
0.34,61.1,57,775
0.34,61.2,60,775
0.34,61.2,59,775
0.34,61.6,56,775
0.34,63.2,58,775
0.34,62.9,57,775
0.34,61.8,57,775
0.34,61.6,58,775
0.34,62.1,55,775
0.34,61.9,57,775
0.34,62.7,59,775
0.34,61.4,59,775
0.3,63.5,57,775
0.34,62.6,54,775
0.34,61.7,56,775
0.34,62,54,775
0.41,62.2,59,775
0.41,61.2,57,775
0.41,60.1,58,775
0.41,62,57,775
0.34,61.1,59,775
0.34,61.5,60,775
0.36,61.6,57,776
0.36,62.3,56,776
0.36,62,54,776
0.3,60.9,56,776
0.3,63.6,54,776
0.3,62.2,59,776
0.3,61.6,57,776
0.3,61.2,57,776
0.3,61.3,57,776
0.3,61.5,57,776
0.3,61.7,54,776
0.3,60.4,56,776
0.3,61.1,55,776
0.3,60.6,58,776
0.3,61.3,56,776
0.3,61.5,56,776
0.3,60.8,58,776
0.3,62.1,52,776
0.3,60.8,60,776
0.3,61,61,776
0.3,61.6,55,776
0.3,62,58,776
0.3,63.6,56,776
0.3,62.4,58,776
0.3,61.5,58,776
0.3,62.9,57,776
0.3,62.1,56,776
0.3,63.1,60,776
0.3,63.6,55,776
0.3,62.6,55,776
0.3,63.5,55,776
0.3,62.2,57,776
0.3,63.4,57,776
0.3,62.8,57,776
0.3,63,56,776
0.3,63.7,55,776
0.3,59.6,59,776
0.3,59.9,56,776
0.3,61.8,59,776
0.3,61.4,58,776
0.3,60.3,62,776
0.3,61.4,60,776
0.3,62,54,776
0.3,61.8,55,776
0.3,61.4,55,776
0.3,61.9,56,776
0.3,61.7,57,776
0.3,61.9,59,776
0.3,60,60,776
0.3,61.8,60,776
0.3,62.5,57,776
0.3,61.3,58,776
0.3,61.7,56,776
0.3,61.4,57,776
0.3,62.3,59,776
0.3,63.6,55,776
0.3,62.9,58,776
0.3,62.2,55,776
0.3,62.2,59,776
0.3,62.9,57,776
0.3,61.2,59,776
0.3,61.9,59,776
0.3,61.5,56,776
0.3,61.8,54,776
0.3,62.6,57,776
0.3,62.9,60,776
0.3,63.6,55,776
0.3,63.3,56,776
0.3,62.8,58,776
0.3,62.5,55,776
0.3,62.1,60,776
0.3,63.1,59,776
0.3,63.8,55,776
0.3,62.8,57,776
0.3,63.1,56,776
0.3,63.1,58,776
0.3,62.8,59,776
0.3,62,60,776
0.3,62.8,57,776
0.3,63.4,58,776
0.3,63.6,57,776
0.3,62.9,60,776
0.3,62.4,58,776
0.3,62,55,776
0.3,62,54,776
0.3,60.7,56,776
0.3,60.7,58,776
0.3,61.4,57,776
0.3,60.4,56,776
0.3,60.6,60,776
0.3,61.8,57,776
0.3,62.3,57,776
0.3,61.9,55,776
0.3,60.4,58,776
0.3,61.1,56,776
0.3,61.3,55,776
0.3,62.9,57,776
0.3,60.7,57,776
0.3,61.4,60,776
0.3,61.8,56,776
0.3,62.5,58,776
0.3,61.6,57,776
0.3,61.6,58,776
0.3,62.8,56,776
0.28,62.2,61,452
0.3,62.7,55,452
0.31,62.1,54,452
0.31,61.6,57,452
0.31,61.6,55,452
0.31,61.4,55,452
0.31,61,57,452
0.31,62,54,452
0.31,62.3,54,452
0.31,61.6,55,452
0.25,61.5,55,452
0.23,61.8,65,452
0.43,62,59,452
0.26,62.1,56,452
0.26,60.9,57,452
0.26,60.4,58,452
0.26,62,55,452
0.26,59.5,58,452
0.26,60.1,60,452
0.26,62.3,56,452
0.26,61.8,55,452
0.26,61.9,58,452
0.3,60.5,55,453
0.26,59.2,58,453
0.26,63.2,56,453
0.26,58.7,59,453
0.26,59,59,453
0.26,62.4,58,453
0.26,62.9,59,453
0.26,59.5,58,453
0.3,61.1,59,776
0.3,62.2,58,776
0.3,62.5,55,776
0.3,62.7,57,776
0.3,62.8,55,776
0.3,61.4,60,776
0.3,61.5,60,776
0.3,62.9,57,776
0.3,62.1,55,776
0.3,62.9,57,776
0.3,62.5,58,776
0.3,62.2,60,776
0.3,62.8,58,776
0.3,62.8,58,776
0.3,62.7,58,776
0.3,65.4,55,776
0.3,61.5,57,776
0.3,61.7,60,776
0.3,62.3,56,776
0.3,61.9,57,776
0.28,62.2,52,777
0.42,62.1,57,777
0.26,61.4,55,777
0.35,62.1,54,777
0.42,62.2,53,777
0.41,62.1,54,777
0.44,58.8,62,777
0.37,61.4,56,777
0.31,60.9,57,777
0.31,59.2,62,777
0.31,61.9,55,777
0.31,60.1,56,777
0.3,61.8,55,778
0.3,59.5,56,778
0.3,61,55,778
0.38,60.5,59,778
0.42,61.8,61,778
0.32,62.5,55,778
0.32,62.3,57,778
0.31,58.8,59,778
0.33,60,62,778
0.41,58.1,61,778
0.31,61.3,55,778
0.31,61.3,56,778
0.31,62.3,53,778
0.31,61.6,54,778
0.43,62.3,54,778
0.38,61.2,55,778
0.35,62.7,55,778
0.38,60.1,60,778
0.39,60.7,62,778
0.3,62.5,56,778
0.44,62.3,58,778
0.31,59.4,57,779
0.32,61.3,57,779
0.32,62.1,53,779
0.32,60.4,59,779
0.3,62.2,54.4,779
0.3,61.7,53.8,779
0.3,62.3,54.1,779
0.32,61.3,54,779
0.31,61.9,56,779
0.32,60.3,58,779
0.32,61.7,56,779
0.31,60.4,59,779
0.31,63.9,55,779
0.37,61.2,55,779
0.41,62.8,58,779
0.36,62.4,58,780
0.43,62.1,57,780
0.34,61.4,57,780
0.32,60.3,57,780
0.35,61.5,56,780
0.35,61.1,56,780
0.3,64.3,53,780
0.28,58.7,60,780
0.28,61.7,57,780
0.33,61.9,60,780
0.33,61.7,61,780
0.33,62.5,61,780
0.33,60.3,58,780
0.33,60,59,780
0.33,62.5,54,780
0.33,61.3,56,780
0.33,60.1,59,780
0.33,62.8,56,780
0.33,62.7,55,780
0.33,61.5,60,780
0.33,62.4,54,780
0.33,62.8,55,780
0.33,60.4,60,780
0.32,61.4,57,780
0.32,57,60,780
0.36,61.3,54,781
0.32,61.4,55,781
0.32,61.4,55,781
0.33,62.1,56,781
0.33,62.1,54,781
0.33,61.8,56,781
0.33,60.7,58,781
0.33,62.8,54,781
0.33,61.6,56,781
0.33,62.3,57,781
0.33,59.6,56,781
0.33,60.9,55,781
0.33,61.9,53,781
0.33,60.9,58,781
0.33,62.3,56,781
0.33,62.6,56,781
0.33,61.8,56,781
0.33,61.6,58,781
0.33,62.5,55,781
0.33,60.2,57,781
0.33,60.7,57,781
0.33,62.6,57,781
0.33,61.5,59,781
0.33,61.9,57,781
0.33,62.7,57,781
0.33,60.9,55,781
0.33,60.6,57,781
0.33,62.1,56,781
0.33,62.5,56,781
0.33,61.9,56,781
0.33,61.2,58,781
0.33,62.1,55,781
0.36,61.8,55,781
0.4,63.7,58,782
0.35,61.9,55,782
0.36,60.9,57,782
0.47,62.4,53,782
0.47,61.8,54,782
0.3,61.8,55,783
0.36,62,54,783
0.25,62.3,53,783
0.43,61.9,55,783
0.32,61.9,54.2,783
0.4,63.4,56,783
0.39,62.4,57,784
0.37,63.5,59,784
0.34,62.3,53,784
0.42,62.3,58,784
0.34,61.7,55,784
0.47,61.3,56,784
0.47,62.4,55,784
0.4,62.2,61,784
0.41,64.3,55,784
0.41,61.9,59,784
0.41,63.4,56,784
0.41,63.8,57,784
0.41,63.4,58,784
0.41,63.6,54,784
0.41,61.4,58,784
0.41,60.9,58,784
0.41,62.3,53,785
0.44,60.3,58,786
0.3,60.9,57,786
0.36,60.5,57,786
0.31,62.8,56,786
0.31,61.8,59,786
0.31,63.7,56,786
0.32,61.2,57,786
0.4,63.5,56,786
0.32,61.8,56,786
0.32,62.1,54,786
0.32,61.9,57,786
0.32,61.8,60,786
0.32,62,55,786
0.4,63.2,57,786
0.4,62.2,55,786
0.28,59.8,56,787
0.39,62.3,54,787
0.28,62.6,55,787
0.28,61.8,56,787
0.28,61.5,57,787
0.28,62.2,53,787
0.28,62.6,54,787
0.28,60.8,55,787
0.28,60.6,55,787
0.28,61.2,54,787
0.39,62.2,53.9,787
0.38,60.8,57,787
0.34,61.2,58,787
0.47,61.1,55,787
0.28,62.6,53,787
0.28,61.4,57,787
0.28,61.9,56,787
0.41,61.7,56,787
0.41,60.8,57,787
0.46,64,57,787
0.3,62.5,59,787
0.37,62.2,58,787
0.33,62.9,58,787
0.33,61.7,59,787
0.3,63.5,58,787
0.39,62.4,56,787
0.39,63.3,57,787
0.39,61.7,57,787
0.39,61.2,60,787
0.39,63.4,57,787
0.39,63,56,787
0.39,60.4,61,787
0.39,62.3,59,787
0.39,63.8,59,787
0.41,61.5,55,788
0.42,62.3,56,788
0.41,61.6,55,788
0.39,61.6,56,788
0.41,61.2,56,788
0.35,62,56,788
0.35,62.3,57,788
0.35,61.3,59,788
0.35,62.6,59,788
0.35,62.6,58,788
0.35,61.7,59,788
0.35,60.9,55,788
0.35,59.7,60,788
0.35,61,57,788
0.35,61.2,58,788
0.35,62.3,56,788
0.35,60.7,59,788
0.35,61.2,57,788
0.35,60.8,60,788
0.35,61.1,59,788
0.35,62.7,57,788
0.35,62.9,58,788
0.35,61.9,58,788
0.3,62.6,62,788
0.35,60.8,63,788
0.35,62.4,57,788
0.39,63.3,55,788
0.31,59.7,58,788
0.31,61.5,59,789
0.31,60.9,55,789
0.31,62.1,55,789
0.31,61.5,55,789
0.31,62,54,789
0.31,61.3,56,789
0.31,61.8,54,789
0.31,62.5,54,789
0.31,61.8,54,789
0.31,62.3,54,789
0.31,62.2,55,789
0.31,62,56,789
0.31,60.2,58,789
0.31,61.9,55,789
0.31,61.9,54,789
0.31,62.5,54,789
0.31,61.9,54,789
0.31,62,55,789
0.31,61.6,55,789
0.31,62.1,55,789
0.31,62,53,789
0.31,61.6,57,789
0.31,61,57,789
0.31,61.7,54,789
0.31,62.6,53,789
0.31,61,56,789
0.31,61.5,54,789
0.31,62.1,53,789
0.38,62.1,53.8,789
0.43,62.2,53,789
0.43,62.6,56,789
0.31,61.3,56,789
0.31,61.4,56,789
0.31,61.3,56,789
0.31,61.8,57,789
0.31,62,54,789
0.31,62.3,55,789
0.31,61.2,56,789
0.31,62.2,54,789
0.31,62.2,54,789
0.36,61.3,60,789
0.3,61.8,59,789
0.3,60.1,59,789
0.3,60.2,57,789
0.3,61.6,57,789
0.3,62.6,54,789
0.36,62.1,59,789
0.3,60.8,56,789
0.3,61.7,57,789
0.3,62.8,58,789
0.3,61.4,60,789
0.36,61.9,56,789
0.3,62.7,59,789
0.3,61.5,56,789
0.3,62.3,55,789
0.3,63.3,55,789
0.3,61.7,55,789
0.3,62,55,789
0.3,61.3,56,789
0.3,61.9,57,789
0.3,62.9,57,789
0.3,60.8,60,789
0.36,62.3,58,789
0.3,60.5,59,789
0.3,60.7,58,789
0.36,62.5,57,789
0.36,60.1,57,789
0.3,61.3,59,789
0.3,62.3,54,789
0.26,61.7,58,453
0.26,60.5,59,453
0.26,63,59,453
0.26,60.7,59,453
0.31,62.2,54,453
0.31,61.8,54,453
0.26,62.1,57,453
0.33,61.8,54,453
0.28,62.3,54,453
0.26,58,58,453
0.31,59.4,62,453
0.31,58.1,62,453
0.3,61.7,57,454
0.3,61.4,57,454
0.3,61.5,58,454
0.25,62.7,56,454
0.25,62.5,55,454
0.34,62.4,54,454
0.34,61.3,55,454
0.34,61.4,55,454
0.32,61.7,55,454
0.37,60.7,60,454
0.37,61.1,60,454
0.35,64,55,454
0.25,61.6,56,455
0.28,61.2,54,455
0.26,62.1,54,456
0.26,62.3,56,456
0.33,61.9,54.3,456
0.26,62.1,54,456
0.36,62.8,56,789
0.3,62.1,61,789
0.36,62.6,56,789
0.36,60.7,58,789
0.36,60.8,56,789
0.3,61.7,57,789
0.3,62.6,58,789
0.36,60.3,59,789
0.3,63.5,57,789
0.3,63.5,57,789
0.3,60.4,60,789
0.36,61.3,60,789
0.36,59.8,62,789
0.3,62.4,57,789
0.36,62.1,55,789
0.3,63.2,58,789
0.3,61.5,60,789
0.3,63.1,58,789
0.36,61.7,55,789
0.3,61.4,57,789
0.3,61.8,56,789
0.36,59.3,59,789
0.3,62.6,54,789
0.36,60.3,62,789
0.3,62.9,58,789
0.36,61.1,56,789
0.3,61.8,56,789
0.3,61.9,59,789
0.36,61.8,58,789
0.3,63.4,56,789
0.3,62.1,56,789
0.3,61.4,58,789
0.3,61.8,55,789
0.3,62.2,57,789
0.3,60.6,61,789
0.3,62.1,55,789
0.36,61.9,56,789
0.3,61.9,59,789
0.36,61.9,56,789
0.36,61.2,56,789
0.3,61.8,58,789
0.3,61.9,57,789
0.31,61.8,59,789
0.31,62,59,789
0.36,61.2,56,789
0.3,60.7,59,789
0.36,62.8,55,789
0.3,63.1,56,789
0.3,61.4,59,789
0.36,62,58,789
0.3,61.7,58,789
0.3,61.7,55,789
0.3,61,57,790
0.39,60.3,59,790
0.35,59.7,59,790
0.32,61.6,55,790
0.32,62,54,790
0.4,61.4,58,790
0.4,63,55,790
0.3,62.4,57,790
0.4,62.6,56,790
0.35,62.5,56,790
0.34,61.2,55,790
0.34,61.6,55,790
0.32,62.2,54,790
0.45,61.3,55,790
0.43,61.5,57,790
0.3,58.6,66,790
0.39,63.5,58,790
0.39,63.1,56,790
0.39,61,62,790
0.39,61.6,59,790
0.3,62.4,55,790
0.3,62.3,56,790
0.32,61.7,55,790
0.32,62.2,56,790
0.42,60.1,61,790
0.32,60.1,58,791
0.42,60.4,60,791
0.4,63.8,55,791
0.4,60.4,63,791
0.4,63,58,791
0.4,60.8,59,791
0.31,61.6,55,791
0.31,61.4,57,791
0.31,62.4,53,791
0.31,61.3,55,791
0.31,62,54,791
0.31,62,54,791
0.38,61.6,56,791
0.37,62.4,59,791
0.37,60.3,58,791
0.37,62.5,58,791
0.37,61.6,59,791
0.37,62.3,59,791
0.37,61.5,59,791
0.37,62.4,54,791
0.41,62.6,57,791
0.41,62.7,56,791
0.41,62.1,59,791
0.41,62.3,55,791
0.41,60.3,57,791
0.41,61.7,54,791
0.41,63.1,59,791
0.41,61.6,55,791
0.41,61.4,56,791
0.41,61,59,791
0.41,62.2,57,791
0.41,62.9,58,791
0.41,61,57,791
0.41,61.4,58,791
0.41,60.8,57,791
0.41,59.6,59,791
0.41,60.5,60,791
0.32,61.1,59.8,792
0.35,63.9,55,792
0.4,62.5,54,792
0.4,62.3,54,792
0.4,62.4,54,792
0.33,61.7,55,792
0.4,61.2,55,792
0.33,62.5,55,792
0.41,62.6,59,792
0.43,61.8,56,792
0.43,61.5,56,792
0.43,60.2,60,792
0.43,61.7,54,792
0.43,61.6,57,792
0.43,62.4,56,792
0.43,60.5,60,792
0.43,62.9,59,792
0.43,62.6,58,792
0.43,62.4,57,792
0.43,61.3,60,792
0.43,62.9,60,792
0.43,61.9,55,792
0.43,62.5,56,792
0.43,62.9,56,792
0.43,61.6,59,792
0.43,62.3,57,792
0.43,62.4,56,792
0.39,60.9,58,793
0.32,61.8,59,793
0.36,62.8,55,793
0.4,61.8,59.2,793
0.4,62.7,58.5,793
0.39,62.7,59,794
0.39,62,55,794
0.38,61.6,56,794
0.36,61.5,55,794
0.36,61.8,54,794
0.36,61.7,54,794
0.36,61.5,56,794
0.36,61.8,56,794
0.38,61.5,57,794
0.3,62.6,56,794
0.36,60.6,56,794
0.36,63.2,56,794
0.36,62.8,57,794
0.45,66.8,59,794
0.45,57.9,66,794
0.37,60.5,59,794
0.33,61.2,57,795
0.33,61.2,57,795
0.33,61.8,55,795
0.44,62.5,57,795
0.34,61.1,60,795
0.33,61.7,55,795
0.35,61.6,58,795
0.35,61.9,54,795
0.3,61.8,55,795
0.3,61.4,56,795
0.3,61.8,56,795
0.3,61.8,55,795
0.43,61.8,55,795
0.43,62,55,795
0.41,59.9,60,795
0.4,62.6,55.3,795
0.32,62.3,56,796
0.32,61.4,57,796
0.32,61.1,55,796
0.38,62,54,796
0.39,61.4,56,796
0.32,61.6,56,796
0.27,61.8,55,796
0.3,58.8,61,796
0.3,60.7,58,796
0.43,62.4,60,796
0.41,63.2,59,797
0.33,60.3,58,797
0.33,61.6,57,797
0.32,60,62,798
0.4,63.3,57,798
0.42,61.9,55,798
0.31,60.5,57,798
0.37,60.9,57,798
0.4,57.1,64,798
0.4,63.1,57,798
0.4,58.7,59,798
0.4,64.2,57,798
0.4,63.5,56,798
0.4,63.9,57,798
0.4,61.3,56,798
0.4,63.1,57,798
0.4,63.8,54,798
0.4,63,59,798
0.4,63.9,53,798
0.4,63.1,56,798
0.4,63.4,59,798
0.35,61,57,798
0.35,59.9,59,798
0.35,61.5,57,798
0.35,62.4,56,798
0.35,62.1,56,798
0.42,62,56,798
0.35,62.3,55,798
0.35,62.6,57,798
0.35,60.6,60,798
0.35,61.2,60,798
0.35,62.8,58,798
0.35,62.2,58,798
0.35,61.2,60,798
0.35,61.7,56,798
0.35,62.1,58,798
0.39,62.7,58,798
0.42,62,54,799
0.27,59,59,799
0.27,62.2,55,799
0.27,62.1,57,799
0.27,60.6,58,799
0.27,61.8,57,799
0.27,63,56,799
0.27,62,55,799
0.27,62.5,57,799
0.27,62.3,56,799
0.27,62.6,56,799
0.27,61.9,57,799
0.27,62.2,59,799
0.27,62.3,57,799
0.27,62.2,56,799
0.3,64.5,56,799
0.3,59.8,60,799
0.3,62.4,55,799
0.41,61.4,57,800
0.32,62.1,55,800
0.32,61.2,57,800
0.32,60.9,56,800
0.32,61.2,55,800
0.38,62.4,54.8,800
0.4,61.6,57,800
0.36,61.8,55,800
0.31,62,55,800
0.31,61.7,53,800
0.31,61.3,55,800
0.43,61.1,55,800
0.38,62,56,800
0.38,60.9,56,800
0.38,60.5,59,800
0.38,62.5,56,800
0.38,61.9,59,800
0.38,62.1,57,800
0.38,62.8,57,800
0.4,61.5,58,800
0.38,62.2,57,800
0.33,61.6,57,801
0.33,61.2,55,801
0.41,62.4,60,801
0.41,60.7,56,801
0.36,61.5,56.2,801
0.36,61.6,56,801
0.32,59.4,61,801
0.32,58.8,63,801
0.31,59.7,59,801
0.31,61.9,55,801
0.31,62,54,801
0.31,62.4,56,801
0.33,61.4,55,802
0.33,61,57,802
0.3,59.4,60,802
0.33,61.8,59,802
0.33,60.4,58,802
0.32,62.1,54,802
0.3,61.8,54,802
0.3,62,55,802
0.3,62.4,54,802
0.3,61.2,55,802
0.3,62.1,55,802
0.3,61.9,56,802
0.3,58,60,802
0.34,61.9,55,802
0.39,61.8,55,802
0.31,61.2,58,802
0.31,62.1,57,802
0.31,59.7,60,802
0.31,59,59,802
0.31,61.3,56,802
0.31,61.2,60,802
0.31,61.5,56,802
0.31,61.4,59,802
0.31,62.3,55,802
0.26,61.4,56,456
0.32,61.3,56,456
0.33,62,53.5,456
0.3,63.5,58,456
0.25,59.4,63,457
0.34,61.6,56,457
0.3,62.6,57,457
0.3,62.1,55,457
0.3,62,57,457
0.3,62.3,55,457
0.3,62.5,54,457
0.3,62,57,457
0.31,61.5,56.5,457
0.31,63.9,55,457
0.31,58.9,61,457
0.23,61.4,55,458
0.23,62.4,53,458
0.23,59.7,58,458
0.28,60.5,58,458
0.23,58.1,52,458
0.23,60.6,65,458
0.28,63.1,55,458
0.31,58.8,59,459
0.27,62.1,55,459
0.36,61.5,55,459
0.27,61.4,55,459
0.25,61.4,57,459
0.25,61.8,58,459
0.32,61.6,56,459
0.34,60.4,56,459
0.31,62.2,55,802
0.31,62.5,55,802
0.31,60.6,60,802
0.31,61.2,59,802
0.31,62.4,56,802
0.31,61.9,58,802
0.31,61.8,56,802
0.31,61.1,56,802
0.31,62.6,56,802
0.31,61.4,58,802
0.31,62.4,57,802
0.31,62.4,57,802
0.31,62.2,57,802
0.31,61.4,58,802
0.31,62.3,60,802
0.31,62.4,59,802
0.31,63.7,55,802
0.31,63.6,56,802
0.31,63.4,56,802
0.31,62.6,60,802
0.31,62.8,57,802
0.31,61.9,58,802
0.31,62.4,58,802
0.31,62.6,58,802
0.31,59.5,59,802
0.31,61.5,56,802
0.31,61,55,802
0.31,61.2,60,802
0.31,61.4,56,802
0.31,59.6,61,802
0.31,61.2,59,802
0.31,62.4,55,802
0.31,62.1,55,802
0.31,62.1,55,802
0.31,62.5,57,802
0.31,62.4,59,802
0.31,61.8,59,802
0.31,62.2,56,802
0.31,60.8,61,802
0.31,62.1,58,802
0.31,62.1,58,802
0.31,61.2,60,802
0.31,62.9,58,802
0.31,62.4,58,802
